variant_slug,base_slug,base_name,kind,class,slot,rarity,affix,combat_value,expected_socket_count,socket_shapes
empyrean-rain-staff-3050308,empyrean-rain-staff,Empyrean Rain Staff,weapon,Sorcerer,Weapon,Epic,Base roll,425,2,"amethyst2,agate"
empyrean-rain-staff-3050309,empyrean-rain-staff,Empyrean Rain Staff,weapon,Sorcerer,Weapon,Epic,Base roll,425,2,"moonstone2,amethyst"
executioner-greatsword-3030901,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Stoic,300,0,
executioner-greatsword-3030902,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Wrath,300,0,
executioner-greatsword-3030903,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Fervid,300,0,
executioner-greatsword-3030904,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Smiting,300,0,
executioner-greatsword-3030905,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Vitality,300,0,
executioner-greatsword-3030906,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Curse,300,0,
executioner-greatsword-3030907,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Strife,300,0,
executioner-greatsword-3030908,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Base roll,275,1,
executioner-greatsword-3030909,executioner-greatsword,Executioner Greatsword,weapon,Withered Knight,Weapon,Rare,Base roll,275,1,
exile-greatsword-3040901,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Stoic,375,1,
exile-greatsword-3040902,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Wrath,375,1,
exile-greatsword-3040903,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Fervid,375,1,
exile-greatsword-3040904,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Smiting,375,1,
exile-greatsword-3040905,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Vitality,375,1,
exile-greatsword-3040906,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Curse,375,1,
exile-greatsword-3040907,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Strife,375,1,
exile-greatsword-3040908,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Base roll,350,2,
exile-greatsword-3040909,exile-greatsword,Exile Greatsword,weapon,Withered Knight,Weapon,Excellent,Base roll,350,2,
faded-apprentice-staff-3010301,faded-apprentice-staff,Faded Apprentice Staff,weapon,Sorcerer,Weapon,Damaged,Base roll,100,,
fang-piercer-dagger-3030501,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Fervid,300,0,
fang-piercer-dagger-3030502,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Seeker,300,0,
fang-piercer-dagger-3030503,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Fervor,300,0,
fang-piercer-dagger-3030504,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Smiting,300,0,
fang-piercer-dagger-3030505,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Vitality,300,0,
fang-piercer-dagger-3030506,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Deft,300,0,
fang-piercer-dagger-3030507,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Blessing,300,0,
fang-piercer-dagger-3030508,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Base roll,275,1,
fang-piercer-dagger-3030509,fang-piercer-dagger,Fang-Piercer Dagger,weapon,Shadowstrix,Weapon,Rare,Base roll,275,1,
fine-iron-sword-and-shield-3030101,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Aegis,300,0,
fine-iron-sword-and-shield-3030102,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Tenacious,300,0,
fine-iron-sword-and-shield-3030103,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Bulwark,300,0,
fine-iron-sword-and-shield-3030104,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Stoic,300,0,
fine-iron-sword-and-shield-3030105,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Strife,300,0,
fine-iron-sword-and-shield-3030106,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Wrath,300,0,
fine-iron-sword-and-shield-3030107,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Vitality,300,0,
fine-iron-sword-and-shield-3030108,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Base roll,275,1,
fine-iron-sword-and-shield-3030109,fine-iron-sword-and-shield,Fine Iron Sword and Shield,weapon,Mercenary,Weapon,Rare,Base roll,275,1,
focus-staff-3030301,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Fervor,300,0,none
focus-staff-3030302,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Fervid,300,0,none
focus-staff-3030303,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Seeker,300,0,none
focus-staff-3030304,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Ranged,300,0,none
focus-staff-3030305,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Eloquence,300,0,none
focus-staff-3030306,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Vitality,300,0,none
focus-staff-3030307,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Swift,300,0,none
focus-staff-3030308,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Base roll,275,1,peridot
focus-staff-3030309,focus-staff,Focus Staff,weapon,Sorcerer,Weapon,Rare,Base roll,275,1,agate
gem-lizard-dagger-3050501,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Fervid,450,1,agate2
gem-lizard-dagger-3050502,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Seeker,450,1,peridot2
gem-lizard-dagger-3050503,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Fervor,450,1,moonstone2
gem-lizard-dagger-3050504,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Smiting,450,1,amethyst2
gem-lizard-dagger-3050505,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Vitality,450,1,amethyst2
gem-lizard-dagger-3050506,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Deft,450,1,
gem-lizard-dagger-3050507,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Blessing,450,1,agate2
gem-lizard-dagger-3050508,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Base roll,425,2,"moonstone2,agate"
gem-lizard-dagger-3050509,gem-lizard-dagger,Gem Lizard Dagger,weapon,Shadowstrix,Weapon,Epic,Base roll,425,2,"moonstone2,peridot"
guard-polearm-and-shield-3031001,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Unyielding,300,0,
guard-polearm-and-shield-3031002,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Tenacious,300,0,
guard-polearm-and-shield-3031003,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Bulwark,300,0,
guard-polearm-and-shield-3031004,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Distant Ward,300,0,
guard-polearm-and-shield-3031005,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Brotherhood,300,0,
guard-polearm-and-shield-3031006,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Spirit Shield,300,0,
guard-polearm-and-shield-3031007,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Fervor,300,0,
guard-polearm-and-shield-3031008,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Base roll,275,1,
guard-polearm-and-shield-3031009,guard-polearm-and-shield,Guard Polearm and Shield,weapon,Withered Knight,Weapon,Rare,Base roll,275,1,
handcrafted-longbow-3020401,handcrafted-longbow,Handcrafted Longbow,weapon,Blackarrow,Weapon,Common,Base roll,200,,
insatiable-heart-cornered-beast-bow-3070601,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Sky Piercer,625,,
insatiable-heart-cornered-beast-bow-3070602,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Fervid,625,,
insatiable-heart-cornered-beast-bow-3070603,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Seeker,625,,
insatiable-heart-cornered-beast-bow-3070604,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Ranged,625,,
insatiable-heart-cornered-beast-bow-3070605,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Vitality,625,,
insatiable-heart-cornered-beast-bow-3070606,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Curse,625,,
insatiable-heart-cornered-beast-bow-3070607,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Focused,625,,
insatiable-heart-cornered-beast-bow-3070608,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Base roll,600,,
insatiable-heart-cornered-beast-bow-3070609,insatiable-heart-cornered-beast-bow,Insatiable Heart - Cornered Beast Bow,weapon,Blackarrow,Weapon,Holy,Base roll,600,,
insatiable-heart-demolisher-3070201,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Strife,625,,
insatiable-heart-demolisher-3070202,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Elusive,625,,
insatiable-heart-demolisher-3070203,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Wrath,625,,
insatiable-heart-demolisher-3070204,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Unyielding,625,,
insatiable-heart-demolisher-3070205,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Smiting,625,,
insatiable-heart-demolisher-3070206,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Wealth,625,,
insatiable-heart-demolisher-3070207,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Focused,625,,
insatiable-heart-demolisher-3070208,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Base roll,600,,
insatiable-heart-demolisher-3070209,insatiable-heart-demolisher,Insatiable Heart - Demolisher,weapon,Mercenary,Weapon,Holy,Base roll,600,,
insatiable-heart-everburn-3071301,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Unyielding,625,,
insatiable-heart-everburn-3071302,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Tenacious,625,,
insatiable-heart-everburn-3071303,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Bulwark,625,,
insatiable-heart-everburn-3071304,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Distant Ward,625,,
insatiable-heart-everburn-3071305,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Brotherhood,625,,
insatiable-heart-everburn-3071306,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Spirit Shield,625,,
insatiable-heart-everburn-3071307,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Fervor,625,,
insatiable-heart-everburn-3071308,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Base roll,600,,
insatiable-heart-everburn-3071309,insatiable-heart-everburn,Insatiable Heart - Everburn,weapon,Withered Knight,Weapon,Holy,Base roll,600,,
insatiable-heart-soulseeker-bow-3070501,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Sky Piercer,625,,
insatiable-heart-soulseeker-bow-3070502,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Fervid,625,,
insatiable-heart-soulseeker-bow-3070503,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Seeker,625,,
insatiable-heart-soulseeker-bow-3070504,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Ranged,625,,
insatiable-heart-soulseeker-bow-3070505,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Vitality,625,,
insatiable-heart-soulseeker-bow-3070506,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Curse,625,,
insatiable-heart-soulseeker-bow-3070507,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Focused,625,,
insatiable-heart-soulseeker-bow-3070508,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Base roll,600,,
insatiable-heart-soulseeker-bow-3070509,insatiable-heart-soulseeker-bow,Insatiable Heart - Soulseeker Bow,weapon,Blackarrow,Weapon,Holy,Base roll,600,,
magica-hammer-3040201,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Strife,375,1,
magica-hammer-3040202,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Elusive,375,1,
magica-hammer-3040203,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Wrath,375,1,
magica-hammer-3040204,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Unyielding,375,1,
magica-hammer-3040205,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Smiting,375,1,
magica-hammer-3040206,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Wealth,375,1,
magica-hammer-3040207,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Focused,375,1,
magica-hammer-3040208,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Base roll,350,2,
magica-hammer-3040209,magica-hammer,Magica Hammer,weapon,Mercenary,Weapon,Excellent,Base roll,350,2,
magical-knot-catalyst-3020701,magical-knot-catalyst,Magical Knot Catalyst,weapon,Seer,Weapon,Common,Base roll,200,,
mercy-3060901,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Stoic,525,2,
mercy-3060902,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Wrath,525,2,
mercy-3060903,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Fervid,525,2,
mercy-3060904,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Smiting,525,2,
mercy-3060905,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Vitality,525,2,
mercy-3060906,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Curse,525,2,
mercy-3060907,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Strife,525,2,
mercy-3060908,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Base roll,500,3,
mercy-3060909,mercy,Mercy,weapon,Withered Knight,Weapon,Legendary,Base roll,500,3,
military-hammer-3030201,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Strife,300,0,
military-hammer-3030202,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Elusive,300,0,
military-hammer-3030203,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Wrath,300,0,
military-hammer-3030204,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Unyielding,300,0,
military-hammer-3030205,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Smiting,300,0,
military-hammer-3030206,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Wealth,300,0,
military-hammer-3030207,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Focused,300,0,
military-hammer-3030208,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Base roll,275,1,
military-hammer-3030209,military-hammer,Military Hammer,weapon,Mercenary,Weapon,Rare,Base roll,275,1,
moon-deity-convergence-staff-3070401,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Fervor,625,,
moon-deity-convergence-staff-3070402,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Fervid,625,,
moon-deity-convergence-staff-3070403,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Seeker,625,,
moon-deity-convergence-staff-3070404,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Ranged,625,,
moon-deity-convergence-staff-3070405,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Eloquence,625,,
moon-deity-convergence-staff-3070406,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Vitality,625,,
moon-deity-convergence-staff-3070407,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Swift,625,,
moon-deity-convergence-staff-3070408,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Base roll,600,,
moon-deity-convergence-staff-3070409,moon-deity-convergence-staff,Moon Deity - Convergence Staff,weapon,Sorcerer,Weapon,Holy,Base roll,600,,
moon-deity-crescent-dagger-3070701,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Fervid,625,,"moonstone2,agate"
moon-deity-crescent-dagger-3070702,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Seeker,625,,"amethyst2,peridot"
moon-deity-crescent-dagger-3070703,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Fervor,625,,"peridot2,moonstone"
moon-deity-crescent-dagger-3070704,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Smiting,625,,"peridot2,moonstone"
moon-deity-crescent-dagger-3070705,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Vitality,625,,"amethyst2,moonstone"
moon-deity-crescent-dagger-3070706,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Deft,625,,"moonstone2,peridot"
moon-deity-crescent-dagger-3070707,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Blessing,625,,"peridot2,amethyst"
moon-deity-crescent-dagger-3070708,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Base roll,600,,"agate2,amethyst,moonstone"
moon-deity-crescent-dagger-3070709,moon-deity-crescent-dagger,Moon Deity - Crescent Dagger,weapon,Shadowstrix,Weapon,Holy,Base roll,600,,"peridot2,agate,moonstone"
moon-deity-invocation-catalyst-3071001,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Brotherhood,625,,
moon-deity-invocation-catalyst-3071002,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Spirit Shield,625,,
moon-deity-invocation-catalyst-3071003,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Fervid,625,,
moon-deity-invocation-catalyst-3071004,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Seeker,625,,
moon-deity-invocation-catalyst-3071005,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Ranged,625,,
moon-deity-invocation-catalyst-3071006,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Eloquence,625,,
moon-deity-invocation-catalyst-3071007,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Creation,625,,
moon-deity-invocation-catalyst-3071008,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Base roll,600,,
moon-deity-invocation-catalyst-3071009,moon-deity-invocation-catalyst,Moon Deity - Invocation Catalyst,weapon,Seer,Weapon,Holy,Base roll,600,,
moon-deity-myriad-soul-staff-3070301,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Fervor,625,,"agate2,peridot"
moon-deity-myriad-soul-staff-3070302,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Fervid,625,,"peridot2,agate"
moon-deity-myriad-soul-staff-3070303,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Seeker,625,,"moonstone2,amethyst"
moon-deity-myriad-soul-staff-3070304,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Ranged,625,,"amethyst2,moonstone"
moon-deity-myriad-soul-staff-3070305,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Eloquence,625,,"moonstone2,peridot"
moon-deity-myriad-soul-staff-3070306,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Vitality,625,,"peridot2,amethyst"
moon-deity-myriad-soul-staff-3070307,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Swift,625,,"amethyst2,agate"
moon-deity-myriad-soul-staff-3070308,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Base roll,600,,"agate2,moonstone,peridot"
moon-deity-myriad-soul-staff-3070309,moon-deity-myriad-soul-staff,Moon Deity - Myriad Soul Staff,weapon,Sorcerer,Weapon,Holy,Base roll,600,,"peridot2,amethyst,moonstone"
moon-deity-souleater-catalyst-3070901,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Brotherhood,625,,
moon-deity-souleater-catalyst-3070902,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Spirit Shield,625,,
moon-deity-souleater-catalyst-3070903,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Fervid,625,,
moon-deity-souleater-catalyst-3070904,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Seeker,625,,
moon-deity-souleater-catalyst-3070905,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Ranged,625,,
moon-deity-souleater-catalyst-3070906,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Eloquence,625,,
moon-deity-souleater-catalyst-3070907,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Creation,625,,
moon-deity-souleater-catalyst-3070908,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Base roll,600,,
moon-deity-souleater-catalyst-3070909,moon-deity-souleater-catalyst,Moon Deity - Souleater Catalyst,weapon,Seer,Weapon,Holy,Base roll,600,,
morningstar-mace-3030801,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Strife,300,0,
morningstar-mace-3030802,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Fervid,300,0,
morningstar-mace-3030803,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Seeker,300,0,
morningstar-mace-3030804,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Fervor,300,0,
morningstar-mace-3030805,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Smiting,300,0,
morningstar-mace-3030806,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Elusive,300,0,
morningstar-mace-3030807,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Blessing,300,0,
morningstar-mace-3030808,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Base roll,275,1,
morningstar-mace-3030809,morningstar-mace,Morningstar Mace,weapon,Seer,Weapon,Rare,Base roll,275,1,
night-vigil-polearm-and-shield-3051001,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Unyielding,450,1,
night-vigil-polearm-and-shield-3051002,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Tenacious,450,1,
night-vigil-polearm-and-shield-3051003,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Bulwark,450,1,
night-vigil-polearm-and-shield-3051004,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Distant Ward,450,1,
night-vigil-polearm-and-shield-3051005,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Brotherhood,450,1,
night-vigil-polearm-and-shield-3051006,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Spirit Shield,450,1,
night-vigil-polearm-and-shield-3051007,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Fervor,450,1,
night-vigil-polearm-and-shield-3051008,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Base roll,425,2,
night-vigil-polearm-and-shield-3051009,night-vigil-polearm-and-shield,Night Vigil Polearm and Shield,weapon,Withered Knight,Weapon,Epic,Base roll,425,2,
obsidian-sledgehammer-3050201,obsidian-sledgehammer,Obsidian Sledgehammer,weapon,Mercenary,Weapon,Epic,Strife,450,1,
obsidian-sledgehammer-3050202,obsidian-sledgehammer,Obsidian Sledgehammer,weapon,Mercenary,Weapon,Epic,Elusive,450,1,
